PID, Wait Time, Turnaround, Response2, 0, 53, 0
3, 0, 76, 0
4, 0, 66, 0
5, 0, 35, 0
6, 0, 44, 0
7, 0, 7, 0
8, 0, 2, 0
9, 0, 4, 0
10, 4, 15, 0
11, 0, 51, 0
12, 23, 71, 0
13, 0, 17, 0
14, 5, 7, 5
15, 10, 62, 0
16, 16, 33, 6
17, 0, 30, 0
18, 7, 41, 0
19, 8, 61, 8
20, 4, 7, 0
21, 17, 67, 16
22, 12, 37, 0
23, 13, 79, 0
24, 14, 109, 1
25, 206, 248, 162
26, 40, 80, 27
27, 5, 59, 1
28, 4, 56, 4
29, 14, 65, 9
30, 6, 36, 5
31, 43, 96, 20
32, 79, 93, 19
33, 97, 163, 96
34, 5, 39, 1
35, 87, 110, 84
36, 3, 7, 3
37, 5, 17, 0
38, 38, 86, 29
39, 0, 48, 0
40, 1, 91, 1
41, 2, 69, 2
42, 44, 78, 4
43, 3, 43, 2
44, 6, 19, 2
45, 6, 35, 6
46, 3, 59, 1
47, 73, 96, 8
48, 0, 43, 0
49, 13, 91, 6
50, 20, 99, 19
51, 5, 57, 4
52, 23, 25, 15
53, 3, 37, 3
54, 5, 74, 5
55, 2, 21, 2
56, 0, 30, 0
57, 4, 38, 0
58, 1, 26, 0
59, 590, 667, 587
60, 546, 559, 17
61, 564, 577, 520
62, 104, 157, 4
63, 15, 66, 9
64, 14, 41, 0
65, 37, 82, 18
66, 403, 472, 403
67, 7, 60, 0
68, 91, 138, 19
69, 20, 114, 0
70, 24, 53, 14
71, 441, 486, 424
72, 22, 68, 22
73, 315, 400, 9
74, 23, 75, 10
75, 295, 351, 15
76, 402, 434, 375
77, 65, 154, 32
78, 19, 28, 18
79, 13, 42, 7
80, 316, 340, 287
81, 6, 54, 0
82, 16, 104, 0
83, 132, 163, 5
84, 226, 302, 226
85, 40, 75, 4
86, 262, 313, 224
87, 35, 89, 4
88, 118, 165, 91
89, 3, 60, 0
90, 280, 300, 255
91, 41, 71, 9
92, 222, 273, 183
93, 97, 109, 76
94, 31, 51, 31
95, 14, 50, 1
96, 102, 162, 97
97, 75, 110, 44
98, 172, 178, 136
99, 14, 46, 0
100, 101, 167, 79
