PID, Wait Time, Turnaround, Response2, 4445, 4471, 1
3, 15, 47, 15
4, 1808, 1864, 20
5, 4067, 4070, 4067
6, 29, 43, 12
7, 63, 102, 31
8, 2073, 2112, 1876
9, 2, 30, 2
10, 45, 103, 26
11, 3499, 3557, 3499
12, 3326, 3357, 3179
13, 4088, 4127, 3973
14, 2210, 2255, 1822
15, 1329, 1385, 4
16, 165, 191, 6
17, 24, 76, 24
18, 83, 141, 49
19, 213, 260, 52
20, 2251, 2331, 1768
21, 806, 815, 218
22, 2279, 2314, 1770
23, 1779, 1826, 1779
24, 1985, 2012, 1784
25, 1009, 1035, 1009
26, 2271, 2302, 2271
27, 1576, 1632, 1441
28, 3743, 3790, 3352
29, 3821, 3854, 3821
30, 2242, 2275, 2242
31, 2661, 2665, 2273
32, 2935, 2993, 2272
33, 2915, 2931, 2302
34, 67, 109, 50
35, 2918, 2960, 2289
36, 578, 630, 111
37, 581, 621, 120
38, 4017, 4026, 3782
39, 3174, 3221, 2991
40, 2626, 2670, 2266
41, 648, 710, 99
42, 953, 984, 953
43, 2004, 2051, 1656
44, 3044, 3055, 2926
45, 465, 467, 74
46, 884, 897, 807
47, 3917, 3925, 3689
48, 3332, 3334, 3184
49, 2776, 2829, 2171
50, 1165, 1172, 902
51, 597, 635, 408
52, 3392, 3400, 3166
53, 1410, 1438, 1221
54, 3796, 3889, 3626
55, 1729, 1792, 1539
56, 143, 214, 10
57, 291, 319, 33
58, 155, 185, 47
59, 142, 208, 62
60, 174, 213, 65
61, 1812, 1853, 1474
62, 241, 253, 81
63, 3335, 3420, 3052
64, 3275, 3305, 3069
65, 3744, 3793, 3534
66, 552, 604, 324
67, 217, 231, 102
68, 140, 168, 140
69, 3361, 3411, 3039
70, 694, 734, 694
71, 2454, 2470, 1962
72, 502, 566, 269
73, 2451, 2543, 1956
74, 3002, 3044, 3002
75, 2618, 2636, 2618
76, 2116, 2179, 1937
77, 2523, 2573, 1928
78, 212, 236, 212
79, 2581, 2624, 2581
80, 2785, 2816, 2598
81, 1124, 1213, 925
82, 1624, 1647, 1282
83, 1470, 1527, 1291
84, 3234, 3269, 2913
85, 2757, 2770, 2571
86, 802, 824, 528
87, 3549, 3611, 3321
88, 2629, 2688, 2553
89, 651, 657, 549
90, 1624, 1631, 1232
91, 775, 807, 545
92, 383, 431, 360
93, 323, 384, 125
94, 2285, 2345, 1800
95, 1986, 2013, 1795
96, 1973, 1996, 1796
97, 894, 969, 771
98, 2776, 2816, 2776
99, 2869, 2879, 2783
100, 541, 590, 459
