PID, Wait Time, Turnaround, Response2, 31, 57, 0
3, 14, 62, 11
4, 5, 71, 4
5, 0, 7, 0
6, 11, 29, 0
7, 6, 14, 0
8, 0, 2, 0
9, 0, 4, 0
10, 0, 12, 0
11, 19, 42, 0
12, 74, 97, 0
13, 0, 17, 0
14, 6, 9, 4
15, 10, 36, 0
16, 21, 40, 10
17, 3, 5, 0
18, 1055, 1063, 0
19, 8, 61, 3
20, 11, 15, 4
21, 11, 34, 4
22, 17, 43, 14
23, 951, 1018, 234
24, 38, 106, 1
25, 113, 130, 43
26, 32, 45, 19
27, 3, 57, 1
28, 7, 31, 2
29, 6, 57, 6
30, 45, 75, 29
31, 148, 174, 35
32, 149, 165, 40
33, 874, 941, 157
34, 19, 25, 4
35, 250, 273, 149
36, 1, 5, 1
37, 19, 34, 2
38, 96, 117, 48
39, 4, 24, 1
40, 5, 67, 3
41, 3, 42, 1
42, 828, 863, 140
43, 1, 13, 1
44, 13, 27, 2
45, 0, 29, 0
46, 25, 55, 3
47, 10, 33, 3
48, 51, 94, 51
49, 22, 74, 1
50, 28, 80, 5
51, 11, 63, 3
52, 35, 37, 32
53, 11, 17, 7
54, 629, 698, 629
55, 0, 19, 0
56, 4, 36, 0
57, 69, 106, 4
58, 6, 32, 4
59, 116, 165, 10
60, 637, 650, 592
61, 650, 664, 594
62, 481, 508, 55
63, 27, 82, 3
64, 17, 45, 9
65, 99, 144, 92
66, 478, 519, 462
67, 18, 45, 2
68, 409, 457, 63
69, 15, 82, 0
70, 21, 51, 9
71, 528, 545, 493
72, 47, 65, 21
73, 370, 429, 8
74, 11, 64, 6
75, 351, 381, 17
76, 493, 499, 441
77, 260, 321, 26
78, 23, 32, 22
79, 17, 47, 0
80, 356, 380, 339
81, 190, 211, 4
82, 23, 86, 3
83, 138, 172, 12
84, 296, 344, 279
85, 15, 22, 0
86, 320, 345, 280
87, 31, 60, 8
88, 140, 161, 105
89, 10, 67, 2
90, 362, 383, 321
91, 42, 74, 11
92, 275, 328, 239
93, 108, 120, 82
94, 38, 58, 38
95, 16, 25, 6
96, 129, 161, 126
97, 100, 138, 54
98, 221, 227, 188
99, 13, 46, 0
100, 152, 190, 110
