PID, Wait Time, Turnaround, Response2, 0, 30, 0
3, 8, 58, 0
4, 88, 94, 0
5, 17, 85, 0
6, 28, 64, 20
7, 45, 68, 23
8, 37, 73, 17
9, 12, 39, 7
10, 5, 20, 5
11, 12, 75, 4
12, 0, 10, 0
13, 1034, 1099, 0
14, 10, 28, 0
15, 959, 1019, 2
16, 405, 448, 7
17, 97, 149, 8
18, 5, 67, 1
19, 31, 58, 5
20, 358, 377, 153
21, 20, 61, 5
22, 0, 62, 0
23, 100, 126, 58
24, 38, 87, 31
25, 318, 356, 123
26, 14, 53, 3
27, 283, 329, 126
28, 472, 492, 301
29, 33, 91, 9
30, 283, 289, 113
31, 862, 943, 760
32, 2, 44, 2
33, 30, 54, 25
34, 8, 29, 2
35, 414, 446, 391
36, 6, 53, 1
37, 805, 852, 707
38, 14, 34, 5
39, 13, 54, 4
40, 785, 802, 693
41, 736, 772, 692
42, 646, 695, 440
43, 123, 176, 123
44, 14, 45, 7
45, 72, 91, 11
46, 28, 54, 4
47, 76, 110, 51
48, 19, 63, 14
49, 715, 762, 628
50, 1, 77, 1
51, 9, 12, 8
52, 74, 107, 74
53, 11, 89, 5
54, 6, 32, 3
55, 17, 38, 11
56, 500, 548, 342
57, 350, 389, 350
58, 3, 24, 3
59, 520, 575, 520
60, 11, 31, 1
61, 17, 105, 12
62, 15, 47, 2
63, 53, 80, 9
64, 6, 28, 6
65, 540, 570, 465
66, 141, 188, 122
67, 70, 78, 6
68, 9, 46, 0
69, 57, 100, 57
70, 6, 70, 2
71, 40, 69, 10
72, 18, 41, 0
73, 339, 415, 220
74, 21, 49, 20
75, 41, 109, 41
76, 15, 44, 1
77, 11, 32, 11
78, 299, 314, 156
79, 337, 361, 337
80, 13, 23, 0
81, 43, 67, 13
82, 4, 17, 4
83, 52, 97, 15
84, 6, 64, 5
85, 272, 284, 272
86, 70, 131, 70
87, 22, 51, 2
88, 3, 37, 3
89, 7, 74, 7
90, 11, 20, 3
91, 6, 25, 5
92, 18, 66, 7
93, 12, 50, 12
94, 16, 24, 12
95, 113, 186, 62
96, 12, 45, 5
97, 10, 45, 8
98, 15, 90, 7
99, 101, 162, 38
100, 4, 52, 4
