PID, Wait Time, Turnaround, Response2, 3194, 3216, 0
3, 25, 61, 2
4, 22, 74, 0
5, 2957, 2968, 2824
6, 144, 164, 3
7, 2570, 2581, 12
8, 2418, 2420, 2418
9, 5, 9, 5
10, 1916, 1935, 8
11, 2223, 2236, 1999
12, 63, 94, 0
13, 2804, 2813, 2757
14, 71, 77, 23
15, 2700, 2722, 2352
16, 2233, 2250, 1945
17, 45, 51, 36
18, 3019, 3038, 2672
19, 1690, 1729, 1543
20, 1718, 1726, 1553
21, 24, 38, 3
22, 85, 98, 40
23, 2883, 2945, 2639
24, 158, 219, 79
25, 1810, 1832, 1501
26, 166, 182, 64
27, 40, 88, 3
28, 34, 62, 5
29, 48, 91, 39
30, 1627, 1634, 1482
31, 2524, 2543, 2198
32, 2503, 2517, 2199
33, 2809, 2862, 2567
34, 1401, 1416, 1159
35, 2799, 2809, 2556
36, 1134, 1138, 1134
37, 1047, 1071, 72
38, 2404, 2415, 2148
39, 119, 135, 83
40, 1221, 1279, 1090
41, 1179, 1222, 1079
42, 2739, 2769, 2461
43, 10, 27, 0
44, 925, 937, 17
45, 1130, 1135, 1028
46, 963, 988, 13
47, 22, 33, 0
48, 1091, 1110, 993
49, 75, 138, 14
50, 875, 925, 719
51, 14, 58, 2
52, 1343, 1347, 1247
53, 1049, 1059, 952
54, 2426, 2479, 2337
55, 5, 16, 4
56, 594, 632, 31
57, 1499, 1532, 1194
58, 814, 828, 659
59, 1646, 1699, 1520
60, 2504, 2511, 2295
61, 2565, 2584, 2287
62, 1864, 1888, 1508
63, 39, 103, 0
64, 566, 601, 38
65, 1547, 1584, 1480
66, 1994, 2031, 1857
67, 1399, 1421, 1118
68, 1780, 1811, 1451
69, 33, 101, 2
70, 225, 259, 20
71, 2392, 2414, 2188
72, 1532, 1546, 1412
73, 1735, 1787, 1399
74, 29, 71, 1
75, 1711, 1743, 1380
76, 2447, 2463, 2138
77, 1188, 1238, 1006
78, 415, 427, 357
79, 33, 51, 6
80, 1841, 1849, 1732
81, 887, 915, 693
82, 70, 147, 7
83, 622, 650, 431
84, 1775, 1827, 1669
85, 237, 255, 61
86, 1978, 2013, 1672
87, 245, 272, 49
88, 847, 869, 627
89, 24, 74, 3
90, 2274, 2291, 2020
91, 337, 351, 257
92, 1938, 2000, 1634
93, 757, 764, 605
94, 406, 410, 360
95, 163, 181, 16
96, 1073, 1104, 877
97, 807, 838, 577
98, 1773, 1783, 1583
99, 153, 167, 8
100, 1442, 1470, 1182
