PID, Wait Time, Turnaround, Response2, 2299, 2352, 0
3, 8, 84, 8
4, 4, 70, 1
5, 2, 37, 2
6, 22, 66, 3
7, 1826, 1833, 1730
8, 1719, 1721, 1719
9, 14, 18, 14
10, 122, 133, 83
11, 1485, 1536, 1412
12, 28, 76, 1
13, 1946, 1963, 1946
14, 37, 39, 20
15, 1874, 1926, 1658
16, 1506, 1523, 1379
17, 8, 38, 8
18, 2089, 2123, 1870
19, 14, 67, 10
20, 1115, 1118, 11
21, 18, 68, 3
22, 40, 65, 21
23, 1931, 1997, 1846
24, 98, 193, 64
25, 1205, 1247, 1067
26, 83, 123, 53
27, 30, 84, 12
28, 25, 77, 25
29, 28, 79, 25
30, 1093, 1123, 1051
31, 1716, 1769, 1509
32, 1742, 1756, 1523
33, 1839, 1905, 1768
34, 980, 1014, 107
35, 1856, 1879, 1758
36, 86, 90, 86
37, 48, 60, 2
38, 1615, 1663, 1478
39, 25, 73, 25
40, 47, 137, 47
41, 749, 816, 749
42, 1878, 1912, 1698
43, 12, 52, 1
44, 39, 52, 10
45, 706, 735, 706
46, 11, 67, 8
47, 32, 55, 3
48, 677, 720, 677
49, 70, 148, 27
50, 570, 649, 98
51, 39, 91, 19
52, 877, 879, 816
53, 636, 670, 636
54, 1569, 1638, 1569
55, 3, 22, 3
56, 28, 58, 10
57, 930, 964, 765
58, 508, 533, 459
59, 1011, 1088, 955
60, 1651, 1664, 1526
61, 1685, 1698, 1520
62, 1145, 1198, 941
63, 46, 97, 9
64, 167, 194, 39
65, 1004, 1049, 913
66, 1182, 1251, 1182
67, 824, 877, 691
68, 1084, 1131, 883
69, 24, 118, 2
70, 99, 128, 20
71, 1502, 1547, 1423
72, 847, 893, 847
73, 1047, 1132, 835
74, 25, 77, 8
75, 980, 1036, 817
76, 1501, 1533, 1383
77, 642, 731, 585
78, 250, 259, 31
79, 20, 49, 2
80, 1136, 1160, 1064
81, 457, 505, 387
82, 44, 132, 6
83, 311, 342, 265
84, 1003, 1079, 1003
85, 120, 155, 16
86, 1151, 1202, 1005
87, 108, 162, 36
88, 396, 443, 329
89, 10, 67, 2
90, 1384, 1404, 1264
91, 172, 202, 157
92, 1146, 1197, 983
93, 394, 406, 306
94, 194, 214, 194
95, 97, 133, 34
96, 516, 576, 466
97, 387, 422, 277
98, 1100, 1106, 939
99, 83, 115, 17
100, 785, 851, 628
