PID, Wait Time, Turnaround, Response2, 0, 31, 0
3, 0, 24, 0
4, 0, 7, 0
5, 1, 45, 0
6, 0, 8, 0
7, 1, 24, 0
8, 0, 8, 0
9, 0, 28, 0
10, 0, 15, 0
11, 0, 64, 0
12, 0, 10, 0
13, 0, 37, 0
14, 0, 19, 0
15, 0, 62, 0
16, 9, 54, 0
17, 21, 46, 0
18, 6, 42, 0
19, 1, 30, 0
20, 2, 23, 0
21, 13, 30, 0
22, 0, 34, 0
23, 3, 29, 0
24, 4, 25, 0
25, 8, 19, 0
26, 3, 43, 0
27, 2, 48, 2
28, 0, 20, 0
29, 1, 33, 0
30, 0, 6, 0
31, 0, 83, 0
32, 0, 42, 0
33, 0, 24, 0
34, 0, 22, 0
35, 0, 5, 0
36, 0, 48, 0
37, 0, 21, 0
38, 0, 21, 0
39, 8, 22, 0
40, 4, 23, 0
41, 15, 23, 1
42, 4, 26, 0
43, 0, 25, 0
44, 0, 33, 0
45, 0, 20, 0
46, 0, 28, 0
47, 0, 6, 0
48, 14, 32, 0
49, 8, 30, 0
50, 0, 48, 0
51, 0, 3, 0
52, 0, 5, 0
53, 0, 79, 0
54, 0, 27, 0
55, 0, 23, 0
56, 0, 49, 0
57, 0, 11, 0
58, 0, 21, 0
59, 0, 27, 0
60, 0, 20, 0
61, 0, 60, 0
62, 0, 33, 0
63, 0, 28, 0
64, 0, 22, 0
65, 0, 30, 0
66, 9, 30, 0
67, 1, 9, 0
68, 0, 10, 0
69, 7, 22, 0
70, 3, 39, 2
71, 16, 48, 1
72, 7, 32, 4
73, 7, 55, 1
74, 0, 29, 0
75, 0, 40, 0
76, 0, 30, 0
77, 0, 21, 0
78, 0, 19, 0
79, 0, 24, 0
80, 0, 13, 0
81, 0, 25, 0
82, 0, 13, 0
83, 0, 17, 0
84, 0, 60, 0
85, 0, 12, 0
86, 0, 61, 0
87, 0, 32, 0
88, 0, 34, 0
89, 0, 67, 0
90, 0, 10, 0
91, 0, 20, 0
92, 0, 21, 0
93, 0, 10, 0
94, 0, 8, 0
95, 0, 45, 0
96, 0, 33, 0
97, 0, 8, 0
98, 0, 47, 0
99, 2, 66, 0
100, 0, 21, 0
