PID, Wait Time, Turnaround, Response2, 8286, 8317, 3
3, 5715, 5733, 59
4, 43, 58, 12
5, 10851, 10859, 10517
6, 5053, 5074, 4268
7, 10090, 10128, 8851
8, 10454, 10524, 8856
9, 2254, 2281, 8
10, 4936, 4995, 4252
11, 6327, 6341, 5644
12, 6516, 6537, 5648
13, 140, 179, 10
14, 8484, 8496, 7778
15, 26, 70, 26
16, 250, 285, 23
17, 6227, 6238, 5602
18, 2613, 2623, 2158
19, 8582, 8635, 7746
20, 7128, 7182, 6490
21, 1686, 1704, 34
22, 5357, 5374, 4130
23, 3342, 3378, 2123
24, 4022, 4062, 3393
25, 2905, 2951, 2124
26, 3276, 3300, 2116
27, 168, 178, 40
28, 7534, 7598, 6399
29, 8778, 8783, 8620
30, 6301, 6316, 5481
31, 8315, 8331, 7618
32, 6519, 6548, 6364
33, 92, 99, 45
34, 10134, 10192, 8576
35, 10748, 10762, 10181
36, 2361, 2389, 2003
37, 8205, 8214, 7564
38, 11044, 11057, 10150
39, 6241, 6274, 5395
40, 4347, 4352, 3927
41, 3444, 3494, 3198
42, 1777, 1804, 22
43, 1938, 1940, 1938
44, 3701, 3734, 3172
45, 3601, 3652, 3184
46, 5033, 5050, 3887
47, 1759, 1779, 35
48, 1365, 1378, 43
49, 3785, 3843, 3180
50, 9021, 9045, 8443
51, 8004, 8052, 7455
52, 4409, 4462, 3865
53, 3072, 3091, 1874
54, 7707, 7718, 7443
55, 8108, 8116, 7453
56, 10024, 10065, 10024
57, 3372, 3407, 3138
58, 1575, 1605, 1029
59, 11010, 11030, 10003
60, 9682, 9695, 8375
61, 6399, 6425, 6123
62, 5767, 5822, 5216
63, 610, 634, 3
64, 2973, 3043, 1793
65, 9039, 9052, 8340
66, 6590, 6598, 6091
67, 257, 315, 27
68, 2268, 2325, 1776
69, 4263, 4305, 3717
70, 9506, 9521, 8301
71, 6741, 6755, 6051
72, 5316, 5363, 5134
73, 550, 560, 37
74, 10213, 10261, 9882
75, 102, 129, 43
76, 780, 807, 56
77, 7112, 7126, 6036
78, 1559, 1585, 920
79, 3286, 3291, 2958
80, 9514, 9562, 8246
81, 10623, 10636, 9838
82, 3412, 3426, 2935
83, 4871, 4890, 3604
84, 4867, 4921, 3605
85, 7039, 7061, 5937
86, 725, 781, 51
87, 6620, 6632, 5930
88, 6954, 6975, 5945
89, 799, 814, 799
90, 9598, 9620, 8146
91, 4832, 4852, 3555
92, 10327, 10349, 9717
93, 6501, 6508, 5904
94, 2924, 2931, 2810
95, 7916, 7974, 7055
96, 8652, 8657, 8074
97, 9537, 9588, 8078
98, 1609, 1630, 1478
99, 10645, 10674, 9668
100, 768, 781, 699
